Manufacturer,Vestas
Model,V126-3.3
Capacity,3300
Usage,Onshore
Power curve,
windspeed(m/s),power(kW)
2,0
3,30
3.5,97
4,179
4.5,278
5,397
5.5,539
6,711
6.5,913
7,1150
7.5,1420
8,1723
8.5,2060
9,2434
9.5,2804
10,3090
10.5,3238
11,3290
11.5,3299
12,3300
12.5,3300
13,3300
13.5,3300
15,3300
17,3300
19,3300
21,3300
22,3300
23,3300
24,3300
24.999,3300
25.001,0
