Manufacturer,Vestas
Model,V136-3.45
Capacity,3450
Usage,Onshore
Power curve,
windspeed(m/s),power(kW)
2.5,0
3,34.5
3.5,113.3
4,211.8
4.5,329.9
5,472.6
5.5,645
6,850.7
6.5,1095
7,1377
7.5,1699
8,2058
8.5,2450.7
9,2854
9.5,3193
10,3414.6
10.5,3450
11,3450
11.5,3450
12,3450
13,3450
14,3450
15,3450
16,3450
17,3450
18,3450
19,3450
20,3450
22,3450
24,3450
24.999,3450
25.001,0
