Manufacturer,Vestas
Model,V66-1750
Capacity,1750
Usage,Onshore
Power curve,
windspeed(m/s),power(kW)
2.5,0
3,0
3.5,44.2
4,73
4.5,105.45
5,141.3
5.5,192.45
6,250.8
6.5,321.75
7,398.33
7.5,468
8,537.67
8.5,654.5
9,778.95
9.5,946.35
10,1077.07
10.5,1168
11,1258.93
11.5,1362.7
12,1473.8
12.5,1576
13,1660.6
13.5,1689.2
14,1714
14.5,1730
15,1744.67
15.5,1750
18,1750
20,1750
22,1750
25,1750
