,base_capacity,base_rotor_diam,base_hub_height
2000,1472.6568960686564,62.43710207589902,73.79332349821925
2001,1475.046153209405,64.19987123191822,73.85110128886299
2002,1477.4354103501537,66.0918269046233,73.90887907950673
2003,1479.8246674909024,68.11296909407247,73.96665687015047
2004,1482.213924631651,70.26329780029482,74.02443466079421
2005,1484.6031817723997,72.54281302329036,74.08221245143795
2006,1486.9924389131484,74.95151476300089,74.1399902420817
2007,1504.1948434300139,77.48940301942639,74.19776803272543
2008,1536.2103953048063,80.15647779262508,74.49984250764828
2009,1583.0390945484396,82.95273908262607,75.04621366690844
2010,1644.6809411536378,85.87818688931293,75.83688151044771
2011,1721.135935127677,88.93282121274387,76.87184603832429
2012,1812.404076463281,92.11664205300622,78.15110725053819
2013,1918.4853651640879,95.42964940992533,79.67466514703119
2014,2039.3798012337356,98.87184328361764,81.4425197278033
2015,2175.0873846649483,102.44322367402492,83.45467099291272
2016,2325.608115465002,106.1437905812636,85.71111894235946
2017,2490.9419936229824,109.97354400518816,88.2118635760853
2018,2671.0890191570797,113.9324839458568,90.95690489409026
2019,2866.049192045466,118.02061040326953,93.94624289643252
2020,3075.822512309969,122.23792337748455,97.1798775830539
2021,3300.4089799287613,126.58442286844365,100.65780895407079
2022,3539.808594920032,131.06010887608863,104.38003700930858
2023,3794.021357272868,135.6649814004777,108.34656174888369
2024,4063.0472669945448,140.39904044172727,112.55738317279611
2025,4346.886324074148,145.2622859996045,117.01250128110405
2026,4645.538528529869,150.25471807428403,121.71191607357468
2027,4959.003880339878,155.37633666564943,126.65562755038263
2028,5287.282379522367,160.62714177387534,131.8436357115279
2029,5630.374026062782,166.00713339878712,137.27594055695226
2030,5988.2788199684,171.51631154044298,142.95254208665574
2031,6360.996761250135,177.15467619890114,148.87344030069653
2032,6748.527849886159,182.92222737398697,155.03863519907463
2033,7150.872085894662,188.8189650658751,161.44812678173184
2034,7568.029469261091,194.8448892745655,168.10191504872637
2035,8000.0,201.0,175.0
2036,8446.783678096836,207.28429724212037,182.14238163555274
2037,8908.38050356615,213.69778100098483,189.5290599554428
2038,9384.790476393391,220.24045127659338,197.16003495967016
2039,9876.013596593111,226.91230806906242,205.03530664817663
2040,10382.049864150758,233.71335137815913,213.15487502102042
2041,10902.899279080884,240.64358120405814,221.5187400781433
2042,11438.561841368937,247.70299754664302,230.12690181960352
2043,11989.037551029469,254.8916004060884,238.97936024534283
2044,12554.326408047928,262.20938978216145,248.07611535536125
2045,13134.428412438865,269.6563656750368,257.417167149717
2046,13729.343564184092,277.23252808471443,267.00251562841004
2047,14339.071863305435,284.93787701101974,276.8321607913822
2048,14963.613309784705,292.77241245418554,286.90610263869166
2049,15602.967903629178,300.73613441409543,297.22434117028024
2050,16257.13564484613,308.829042890633,307.78687638620613
