geom,Latitude,Longitude,Source,Year,Capacity,depth
POINT (2.40771891753325 51.1314945266898),51.131495,2.407719,Future,2030.0,15.0,-8.0
POINT (2.39068242068493 51.1205973948923),51.120597,2.390682,Future,2030.0,15.0,-7.0
POINT (2.3736539383431 51.1096977892343),51.109698,2.373654,Future,2030.0,15.0,-5.0
POINT (2.45862344406083 51.1857888706705),51.185789,2.458623,Future,2030.0,15.0,-10.0
POINT (2.44155499494174 51.1748991563886),51.174899,2.441555,Future,2030.0,15.0,-7.0
POINT (2.42449458558663 51.1640069577113),51.164007,2.424495,Future,2030.0,15.0,-7.0
POINT (2.40744221088445 51.1531122775292),51.153112,2.407442,Future,2030.0,15.0,-9.0
POINT (2.39039786572446 51.1422151187307),51.142215,2.390398,Future,2030.0,15.0,-11.0
POINT (2.37336154499626 51.1313154842028),51.131315,2.373362,Future,2030.0,15.0,-8.0
POINT (2.35633324358974 51.1204133768302),51.120413,2.356333,Future,2030.0,15.0,-6.0
POINT (2.33931295639511 51.1095087994961),51.109509,2.339313,Future,2030.0,15.0,-4.0
POINT (2.44129369121082 51.1965168743191),51.196517,2.441294,Future,2030.0,15.0,-11.0
POINT (2.42422540398156 51.185624652321),51.185625,2.424225,Future,2030.0,15.0,-8.0
POINT (2.40716516136354 51.1747299469421),51.17473,2.407165,Future,2030.0,15.0,-7.0
POINT (2.39011295823761 51.1638327610738),51.163833,2.390113,Future,2030.0,15.0,-10.0
POINT (2.37306878948492 51.1529330976055),51.152933,2.373069,Future,2030.0,15.0,-13.0
POINT (2.35603264998695 51.1420309594246),51.142031,2.356033,Future,2030.0,15.0,-13.0
POINT (2.33900453462552 51.1311263494169),51.131126,2.339005,Future,2030.0,15.0,-11.0
POINT (2.32198443828278 51.1202192704662),51.120219,2.321984,Future,2030.0,15.0,-7.0
POINT (2.30497235584122 51.1093097254542),51.10931,2.304972,Future,2030.0,15.0,-6.0
POINT (2.42395588863106 51.2072422655835),51.207242,2.423956,Future,2030.0,15.0,-14.0
POINT (2.4068877684111 51.1963475349406),51.196348,2.406888,Future,2030.0,15.0,-9.0
POINT (2.38982769764935 51.1854503219334),51.18545,2.389828,Future,2030.0,15.0,-7.0
POINT (2.37277567121853 51.1745506294539),51.174551,2.372776,Future,2030.0,15.0,-12.0
POINT (2.35573168399167 51.1636484603923),51.163648,2.355732,Future,2030.0,15.0,-15.0
POINT (2.33869573084216 51.1527438176371),51.152744,2.338696,Future,2030.0,15.0,-15.0
POINT (2.32166780664371 51.1418367040745),51.141837,2.321668,Future,2030.0,15.0,-16.0
POINT (2.30464790627037 51.1309271225891),51.130927,2.304648,Future,2030.0,15.0,-10.0
POINT (2.28763602459657 51.1200150760637),51.120015,2.287636,Future,2030.0,15.0,-7.0
POINT (2.38954208338341 51.2070678013211),51.207068,2.389542,Future,2030.0,15.0,-10.0
POINT (2.37248218960524 51.1961680797596),51.196168,2.372482,Future,2030.0,15.0,-9.0
POINT (2.35543034499653 51.1852658797448),51.185266,2.35543,Future,2030.0,15.0,-12.0
POINT (2.33838654442216 51.1743612041677),51.174361,2.338387,Future,2030.0,15.0,-15.0
POINT (2.32135078274742 51.1634540559174),51.163454,2.321351,Future,2030.0,15.0,-16.0
POINT (2.3043230548379 51.1525444378811),51.152544,2.304323,Future,2030.0,15.0,-18.0
POINT (2.28730335555957 51.1416323529441),51.141632,2.287303,Future,2030.0,15.0,-15.0
POINT (2.27029167977877 51.1307178039899),51.130718,2.270292,Future,2030.0,15.0,-13.0
POINT (3.64669618833806 52.8086191966401),52.808619,3.646696,Future,2030.0,15.0,-23.0
POINT (3.62870814864411 52.797909283339),52.797909,3.628708,Future,2030.0,15.0,-29.0
POINT (3.61072894464205 52.7871965984682),52.787197,3.610729,Future,2030.0,15.0,-27.0
POINT (3.59275857085827 52.7764811451714),52.776481,3.592759,Future,2030.0,15.0,-29.0
POINT (3.57479702181868 52.76576292659),52.765763,3.574797,Future,2030.0,15.0,-27.0
POINT (3.5568442920489 52.7550419458634),52.755042,3.556844,Future,2030.0,15.0,-30.0
POINT (3.62901999395602 52.8195207365966),52.819521,3.62902,Future,2030.0,15.0,-27.0
POINT (3.61103175500079 52.8088081644269),52.808808,3.611032,Future,2030.0,15.0,-29.0
POINT (3.59305235755121 52.7980928216803),52.798093,3.593052,Future,2030.0,15.0,-27.0
POINT (3.57508179612398 52.7873747115013),52.787375,3.575082,Future,2030.0,15.0,-26.0
POINT (3.55712006523542 52.7766538370325),52.776654,3.55712,Future,2030.0,15.0,-28.0
POINT (3.53916715940154 52.7659302014143),52.76593,3.539167,Future,2030.0,15.0,-28.0
POINT (3.59334651985084 52.8197044178634),52.819704,3.593347,Future,2030.0,15.0,-28.0
POINT (3.57536693443704 52.8089864161467),52.808986,3.575367,Future,2030.0,15.0,-27.0
POINT (3.55739619085007 52.7982656479934),52.798266,3.557396,Future,2030.0,15.0,-27.0
POINT (3.53943428359662 52.7875421165471),52.787542,3.539434,Future,2030.0,15.0,-28.0
POINT (3.52148120718303 52.7768158249492),52.776816,3.521481,Future,2030.0,15.0,-25.0
POINT (3.50353695611531 52.7660867763391),52.766087,3.503537,Future,2030.0,15.0,-25.0
POINT (3.57565243738014 52.8305980405414),52.830598,3.575652,Future,2030.0,15.0,-27.0
POINT (3.5576726694951 52.8198773787614),52.819877,3.557673,Future,2030.0,15.0,-28.0
POINT (3.53970174924172 52.8091539515425),52.809154,3.539702,Future,2030.0,15.0,-27.0
POINT (3.52173967111706 52.7984277620293),52.798428,3.52174,Future,2030.0,15.0,-25.0
POINT (3.50378642961781 52.7876988133644),52.787699,3.503786,Future,2030.0,15.0,-26.0
POINT (3.48584201924035 52.7769671086881),52.776967,3.485842,Future,2030.0,15.0,-27.0
POINT (3.55794950177424 52.8414890293518),52.841489,3.55795,Future,2030.0,15.0,-27.0
POINT (3.53996955692059 52.8307657064161),52.830766,3.53997,Future,2030.0,15.0,-27.0
POINT (3.52199846550379 52.8200396190412),52.82004,3.521998,Future,2030.0,15.0,-25.0
POINT (3.50403622201123 52.8093107703728),52.809311,3.504036,Future,2030.0,15.0,-28.0
POINT (3.48608282092997 52.7985791635544),52.798579,3.486083,Future,2030.0,15.0,-29.0
POINT (3.46813825674674 52.7878448017276),52.787845,3.468138,Future,2030.0,15.0,-27.0
POINT (3.45020252394795 52.7771076880316),52.777108,3.450203,Future,2030.0,15.0,-27.0
POINT (3.54023770721829 52.8523773811833),52.852377,3.540238,Future,2030.0,15.0,-24.0
POINT (3.52225759090833 52.8416513960004),52.841651,3.522258,Future,2030.0,15.0,-24.0
POINT (3.50428633384076 52.83092264738),52.830923,3.504286,Future,2030.0,15.0,-28.0
POINT (3.4863239304933 52.8201911384689),52.820191,3.486324,Future,2030.0,15.0,-30.0
POINT (3.46837037534333 52.8094568724116),52.809457,3.46837,Future,2030.0,15.0,-30.0
POINT (3.45042566286791 52.7987198523505),52.79872,3.450426,Future,2030.0,15.0,-26.0
POINT (3.43248978754386 52.7879800814263),52.78798,3.43249,Future,2030.0,15.0,-28.0
POINT (3.50453676565284 52.8525344444016),52.852534,3.504537,Future,2030.0,15.0,-28.0
POINT (3.48656534845681 52.8418030334472),52.841803,3.486565,Future,2030.0,15.0,-29.0
POINT (3.46860279077708 52.8310688632067),52.831069,3.468603,Future,2030.0,15.0,-29.0
POINT (3.45064908708133 52.8203319368258),52.820332,3.450649,Future,2030.0,15.0,-29.0
POINT (3.43270423183699 52.8095922574481),52.809592,3.432704,Future,2030.0,15.0,-28.0
POINT (3.4147682195112 52.7988498282149),52.79885,3.414768,Future,2030.0,15.0,-28.0
POINT (3.39684104457082 52.7881046522657),52.788105,3.396841,Future,2030.0,15.0,-35.0
POINT (3.48680707534826 52.8634148485051),52.863415,3.486807,Future,2030.0,15.0,-31.0
POINT (3.46883550355579 52.8526807741288),52.852681,3.468836,Future,2030.0,15.0,-31.0
POINT (3.45087279707609 52.8419439414733),52.841944,3.450873,Future,2030.0,15.0,-28.0
POINT (3.43291895036719 52.8312043536852),52.831204,3.432919,Future,2030.0,15.0,-28.0
POINT (3.41497395788683 52.820462013909),52.820462,3.414974,Future,2030.0,15.0,-26.0
POINT (3.39703781409247 52.8097169252872),52.809717,3.397038,Future,2030.0,15.0,-32.0
POINT (3.37911051344132 52.7989690909603),52.798969,3.379111,Future,2030.0,15.0,-39.0
POINT (3.45109679334124 52.863555866309),52.863556,3.451097,Future,2030.0,15.0,-26.0
POINT (3.43313394360359 52.8528163701536),52.852816,3.433134,Future,2030.0,15.0,-25.0
POINT (3.41517995942381 52.8420741198754),52.842074,3.41518,Future,2030.0,15.0,-27.0
POINT (3.39723483524997 52.83132911862),52.831329,3.397235,Future,2030.0,15.0,-32.0
POINT (3.37929856552987 52.8205813695308),52.820581,3.379299,Future,2030.0,15.0,-37.0
POINT (3.36137114471104 52.8098308757493),52.809831,3.361371,Future,2030.0,15.0,-42.0
POINT (3.34345256724077 52.7990776404147),52.799078,3.343453,Future,2030.0,15.0,-42.0
POINT (3.4333492120164 52.8744283068695),52.874428,3.433349,Future,2030.0,15.0,-25.0
POINT (3.41538622457248 52.8636861461303),52.863686,3.415386,Future,2030.0,15.0,-25.0
POINT (3.3974321084738 52.8529412322802),52.852941,3.397432,Future,2030.0,15.0,-30.0
POINT (3.37948685815873 52.8421935684656),52.842194,3.379487,Future,2030.0,15.0,-34.0
POINT (3.41559275378421 52.8852980926899),52.885298,3.415593,Future,2030.0,15.0,-29.0
POINT (2.58712442049675 51.6044143633878),51.604414,2.587124,Future,2030.0,15.0,-29.0
POINT (2.56986944803662 51.5935437357983),51.593544,2.569869,Future,2030.0,15.0,-25.0
POINT (2.58692824002956 51.6260309542781),51.626031,2.586928,Future,2030.0,15.0,-28.0
POINT (2.56966514845029 51.6151603189827),51.61516,2.569665,Future,2030.0,15.0,-24.0
POINT (2.55241030354299 51.6042871454518),51.604287,2.55241,Future,2030.0,15.0,-31.0
POINT (2.5351637000531 51.5934114366355),51.593411,2.535164,Future,2030.0,15.0,-35.0
POINT (2.6040112973805 51.6585155645277),51.658516,2.604011,Future,2030.0,15.0,-31.0
POINT (2.58673181434301 51.6476474645925),51.647647,2.586732,Future,2030.0,15.0,-28.0
POINT (2.56946059354821 51.6367768215389),51.636777,2.569461,Future,2030.0,15.0,-28.0
POINT (2.55219762973256 51.6259036383217),51.625904,2.552198,Future,2030.0,15.0,-34.0
POINT (2.53494291763271 51.6150279178937),51.615028,2.534943,Future,2030.0,15.0,-35.0
POINT (2.51769645198558 51.6041496632058),51.60415,2.517696,Future,2030.0,15.0,-33.0
POINT (2.50045822752834 51.593268877207),51.593269,2.500458,Future,2030.0,15.0,-31.0
POINT (2.58653514303156 51.6692638943446),51.669264,2.586535,Future,2030.0,15.0,-30.0
POINT (2.56925578290834 51.6583932434805),51.658393,2.569256,Future,2030.0,15.0,-36.0
POINT (2.55198469008843 51.6475200505228),51.64752,2.551985,Future,2030.0,15.0,-39.0
POINT (2.53472185929977 51.6366443184272),51.636644,2.534722,Future,2030.0,15.0,-38.0
POINT (2.51746728527048 51.6257660501473),51.625766,2.517467,Future,2030.0,15.0,-32.0
POINT (2.50022096272898 51.6148852486349),51.614885,2.500221,Future,2030.0,15.0,-31.0
POINT (2.48298288640391 51.6040019168397),51.604002,2.482983,Future,2030.0,15.0,-28.0
POINT (2.46575305102424 51.5931160577095),51.593116,2.465753,Future,2030.0,15.0,-29.0
POINT (2.55177148417104 51.6691363820687),51.669136,2.551771,Future,2030.0,15.0,-34.0
POINT (2.53450052459818 51.6582606382494),51.658261,2.534501,Future,2030.0,15.0,-32.0
POINT (2.51723783210839 51.6473823563197),51.647382,2.517238,Future,2030.0,15.0,-31.0
POINT (4.01984413000203 53.2655722370023),53.265572,4.019844,Future,2030.0,15.0,-27.0
POINT (4.00157165531306 53.2549211076993),53.254921,4.001572,Future,2030.0,15.0,-27.0
POINT (4.07525886339585 53.3191155523423),53.319116,4.075259,Future,2030.0,15.0,-29.0
POINT (4.05694968093912 53.3084731917064),53.308473,4.05695,Future,2030.0,15.0,-26.0
POINT (4.03864960236309 53.2978279584731),53.297828,4.03865,Future,2030.0,15.0,-26.0
POINT (4.02035862209349 53.2871798558741),53.28718,4.020359,Future,2030.0,15.0,-27.0
POINT (4.00207673455542 53.2765288871387),53.276529,4.002077,Future,2030.0,15.0,-27.0
POINT (3.98380393417326 53.2658750554942),53.265875,3.983804,Future,2030.0,15.0,-29.0
POINT (4.11246702050714 53.3619983423159),53.361998,4.112467,Future,2030.0,15.0,-24.0
POINT (4.09413012965414 53.3513619085413),53.351362,4.09413,Future,2030.0,15.0,-26.0
POINT (4.07580236560209 53.3407225934369),53.340723,4.075802,Future,2030.0,15.0,-27.0
POINT (4.05748372276873 53.330080400242),53.33008,4.057484,Future,2030.0,15.0,-26.0
POINT (4.03917419557102 53.3194353321934),53.319435,4.039174,Future,2030.0,15.0,-22.0
POINT (4.02087377842528 53.308787392526),53.308787,4.020874,Future,2030.0,15.0,-27.0
POINT (4.00258246574709 53.2981365844725),53.298137,4.002582,Future,2030.0,15.0,-27.0
POINT (3.98430025195135 53.2874829112633),53.287483,3.9843,Future,2030.0,15.0,-27.0
POINT (4.07634657026084 53.3623295519661),53.36233,4.076347,Future,2030.0,15.0,-23.0
POINT (4.05801845467704 53.3516875263337),53.351688,4.058018,Future,2030.0,15.0,-26.0
POINT (4.03969946650429 53.3410426235889),53.341043,4.039699,Future,2030.0,15.0,-26.0
POINT (4.02138960014936 53.3303948469698),53.330395,4.02139,Future,2030.0,15.0,-25.0
POINT (4.00308885001835 53.3197441997125),53.319744,4.003089,Future,2030.0,15.0,-27.0
POINT (3.98479721051665 53.3090906850507),53.309091,3.984797,Future,2030.0,15.0,-26.0
POINT (3.96651467604903 53.2984343062161),53.298434,3.966515,Future,2030.0,15.0,-26.0
POINT (4.04022541633931 53.3626498326713),53.36265,4.040225,Future,2030.0,15.0,-26.0
POINT (4.0219060884204 53.3520022192176),53.352002,4.021906,Future,2030.0,15.0,-24.0
POINT (4.00359588850218 53.3413517328711),53.341352,4.003596,Future,2030.0,15.0,-27.0
POINT (3.98529481098051 53.3306983768689),53.330698,3.985295,Future,2030.0,15.0,-26.0
POINT (3.96700285025063 53.320042154446),53.320042,3.967003,Future,2030.0,15.0,-27.0
POINT (3.96749165514937 53.3416499208292),53.34165,3.967492,Future,2030.0,15.0,-27.0
POINT (3.94919937879675 53.3309909894932),53.330991,3.949199,Future,2030.0,15.0,-25.0
POINT (3.85768039631429 52.7265703077937),52.72657,3.85768,Future,2030.0,15.0,-28.0
POINT (3.85810471000327 52.7481809005842),52.748181,3.858105,Future,2030.0,15.0,-27.0
POINT (3.84009025246054 52.7375030503323),52.737503,3.84009,Future,2030.0,15.0,-27.0
POINT (3.82208459746516 52.7268224098369),52.726822,3.822085,Future,2030.0,15.0,-27.0
POINT (3.85852956560748 52.7697914117692),52.769791,3.85853,Future,2030.0,15.0,-26.0
POINT (3.84050602893984 52.7591137014923),52.759114,3.840506,Future,2030.0,15.0,-27.0
POINT (3.8224913060581 52.7484331987998),52.748433,3.822491,Future,2030.0,15.0,-26.0
POINT (3.80488355126624 52.7593607501075),52.759361,3.804884,Future,2030.0,15.0,-25.0
POINT (3.7868773826727 52.7486748055668),52.748675,3.786877,Future,2030.0,15.0,-27.0
POINT (7.79164738331865 55.8633300714067),55.86333,7.791647,Future,2030.0,15.0,-25.0
POINT (7.77383088275791 55.8748387428294),55.874839,7.773831,Future,2030.0,15.0,-24.0
POINT (7.75336723149981 55.8648176781023),55.864818,7.753367,Future,2030.0,15.0,-25.0
POINT (7.77647983661283 55.8963653902192),55.896365,7.77648,Future,2030.0,15.0,-25.0
POINT (7.75600386430886 55.8863450022187),55.886345,7.756004,Future,2030.0,15.0,-24.0
POINT (7.73553841864888 55.8763210058852),55.876321,7.735538,Future,2030.0,15.0,-23.0
POINT (7.71508349421883 55.8662934049796),55.866293,7.715083,Future,2030.0,15.0,-22.0
POINT (7.77913240014509 55.9178918786896),55.917892,7.779132,Future,2030.0,15.0,-24.0
POINT (7.7586440892675 55.9078721681412),55.907872,7.758644,Future,2030.0,15.0,-23.0
POINT (7.73816631921615 55.8978488461994),55.897849,7.738166,Future,2030.0,15.0,-23.0
POINT (7.71769908456826 55.8878219166294),55.887822,7.717699,Future,2030.0,15.0,-23.0
POINT (7.69724237989681 55.8777913831939),55.877791,7.697242,Future,2030.0,15.0,-21.0
POINT (7.67679619977058 55.8677572496535),55.867757,7.676796,Future,2030.0,15.0,-21.0
POINT (7.76128791307512 55.9293991757356),55.929399,7.761288,Future,2030.0,15.0,-25.0
POINT (7.74079780109623 55.9193765289085),55.919377,7.740798,Future,2030.0,15.0,-25.0
POINT (7.72031823872028 55.9093502713932),55.90935,7.720318,Future,2030.0,15.0,-23.0
POINT (7.69984922051144 55.8993204069567),55.89932,7.699849,Future,2030.0,15.0,-22.0
POINT (7.67939074102971 55.889286939364),55.889287,7.679391,Future,2030.0,15.0,-21.0
POINT (7.65894279483088 55.8792498723775),55.87925,7.658943,Future,2030.0,15.0,-20.0
POINT (7.63850537646661 55.8692092097576),55.869209,7.638505,Future,2030.0,15.0,-20.0
POINT (7.7639353424481 55.9509260248673),55.950926,7.763935,Future,2030.0,15.0,-26.0
POINT (7.74343287097095 55.9409040538795),55.940904,7.743433,Future,2030.0,15.0,-24.0
POINT (7.72294096332231 55.9308784691394),55.930878,7.722941,Future,2030.0,15.0,-24.0
POINT (7.70245961405749 55.9208492744186),55.920849,7.70246,Future,2030.0,15.0,-23.0
POINT (7.68198881772767 55.9108164734863),55.910816,7.681989,Future,2030.0,15.0,-23.0
POINT (7.66152856887979 55.9007800701092),55.90078,7.661529,Future,2030.0,15.0,-22.0
POINT (7.64107886205663 55.8907400680521),55.89074,7.641079,Future,2030.0,15.0,-20.0
POINT (7.62063969179687 55.8806964710771),55.880696,7.62064,Future,2030.0,15.0,-18.0
POINT (7.60021105263504 55.8706492829444),55.870649,7.600211,Future,2030.0,15.0,-18.0
POINT (7.74607153553906 55.9624314209787),55.962431,7.746072,Future,2030.0,15.0,-28.0
POINT (7.72556726503857 55.952406509736),55.952407,7.725567,Future,2030.0,15.0,-26.0
POINT (7.70507356716475 55.942377985449),55.942378,7.705074,Future,2030.0,15.0,-24.0
POINT (7.68459043645988 55.9323458518912),55.932346,7.68459,Future,2030.0,15.0,-25.0
POINT (7.66411786746204 55.9223101128339),55.92231,7.664118,Future,2030.0,15.0,-22.0
POINT (7.64365585470515 55.912270772046),55.912271,7.643656,Future,2030.0,15.0,-22.0
POINT (7.62320439271897 55.9022278332939),55.902228,7.623204,Future,2030.0,15.0,-20.0
POINT (7.60276347602912 55.8921813003421),55.892181,7.602763,Future,2030.0,15.0,-19.0
POINT (7.58233309915713 55.8821311769526),55.882131,7.582333,Future,2030.0,15.0,-19.0
POINT (7.56191325662042 55.872077466885),55.872077,7.561913,Future,2030.0,15.0,-20.0
POINT (7.74871380151618 55.9839586300726),55.983959,7.748714,Future,2030.0,15.0,-28.0
POINT (7.72819715055015 55.9739343930505),55.973934,7.728197,Future,2030.0,15.0,-27.0
POINT (7.70769108647975 55.9639065399168),55.963907,7.707691,Future,2030.0,15.0,-27.0
POINT (7.68719560383841 55.9538750744493),55.953875,7.687196,Future,2030.0,15.0,-25.0
POINT (7.66671069715533 55.9438400004235),55.94384,7.666711,Future,2030.0,15.0,-24.0
POINT (7.6462363609555 55.9338013216125),55.933801,7.646236,Future,2030.0,15.0,-21.0
POINT (7.62577258975979 55.9237590417874),55.923759,7.625773,Future,2030.0,15.0,-21.0
POINT (7.60531937808488 55.9137131647166),55.913713,7.605319,Future,2030.0,15.0,-20.0
POINT (7.58487672044335 55.9036636941666),55.903664,7.584877,Future,2030.0,15.0,-19.0
POINT (7.5644446113437 55.8936106339014),55.893611,7.564445,Future,2030.0,15.0,-20.0
POINT (7.54402304529033 55.8835539876826),55.883554,7.544023,Future,2030.0,15.0,-20.0
POINT (7.52361201678357 55.8734937592697),55.873494,7.523612,Future,2030.0,15.0,-19.0
POINT (7.73083062655497 55.9954621189504),55.995462,7.730831,Future,2030.0,15.0,-28.0
POINT (7.71031217866584 55.9854349376909),55.985435,7.710312,Future,2030.0,15.0,-28.0
POINT (7.68980432649205 55.9754041410307),55.975404,7.689804,Future,2030.0,15.0,-27.0
POINT (7.66930706455393 55.9653697327494),55.96537,7.669307,Future,2030.0,15.0,-27.0
POINT (7.64882038736755 55.9553317166247),55.955332,7.64882,Future,2030.0,15.0,-28.0
POINT (7.62834428944484 55.9452900964318),55.94529,7.628344,Future,2030.0,15.0,-22.0
POINT (7.60787876529353 55.9352448759436),55.935245,7.607879,Future,2030.0,15.0,-20.0
POINT (7.58742380941725 55.9251960589307),55.925196,7.587424,Future,2030.0,15.0,-21.0
POINT (7.56697941631551 55.9151436491615),55.915144,7.566979,Future,2030.0,15.0,-21.0
POINT (7.54654558048373 55.9050876504021),55.905088,7.546546,Future,2030.0,15.0,-21.0
POINT (7.52612229641328 55.895028066416),55.895028,7.526122,Future,2030.0,15.0,-19.0
POINT (7.50570955859143 55.8849649009647),55.884965,7.50571,Future,2030.0,15.0,-19.0
POINT (7.48530736150151 55.8748981578074),55.874898,7.485307,Future,2030.0,15.0,-23.0
POINT (7.71293685040316 56.0069631786397),56.006963,7.712937,Future,2030.0,15.0,-28.0
POINT (7.69241661106633 55.9969330515051),55.996933,7.692417,Future,2030.0,15.0,-28.0
POINT (7.6719069762688 55.9868993096829),55.986899,7.671907,Future,2030.0,15.0,-29.0
POINT (7.65140794051774 55.9768619569551),55.976862,7.651408,Future,2030.0,15.0,-29.0
POINT (7.6309194983161 55.9668209971011),55.966821,7.630919,Future,2030.0,15.0,-28.0
POINT (7.61044164416267 55.9567764338983),55.956776,7.610442,Future,2030.0,15.0,-26.0
POINT (7.5899743725521 55.9467282711216),55.946728,7.589974,Future,2030.0,15.0,-22.0
POINT (7.56951767797488 55.9366765125436),55.936677,7.569518,Future,2030.0,15.0,-20.0
POINT (7.54907155491744 55.9266211619347),55.926621,7.549072,Future,2030.0,15.0,-21.0
POINT (7.52863599786213 55.9165622230629),55.916562,7.528636,Future,2030.0,15.0,-19.0
POINT (7.50821100128721 55.9064996996939),55.9065,7.508211,Future,2030.0,15.0,-19.0
POINT (7.48779655966693 55.896433595591),55.896434,7.487797,Future,2030.0,15.0,-23.0
POINT (7.46739266747154 55.8863639145154),55.886364,7.467393,Future,2030.0,15.0,-24.0
POINT (7.65399902699913 55.998392042476),55.998392,7.653999,Future,2030.0,15.0,-29.0
POINT (7.63349822293211 55.9883517436692),55.988352,7.633498,Future,2030.0,15.0,-29.0
POINT (7.61300802121636 55.9783078384561),55.978308,7.613008,Future,2030.0,15.0,-26.0
POINT (7.59252841633752 55.9682603306158),55.96826,7.592528,Future,2030.0,15.0,-24.0
POINT (7.5720594027771 55.9582092239256),55.958209,7.572059,Future,2030.0,15.0,-22.0
POINT (7.55160097501248 55.9481545221599),55.948155,7.551601,Future,2030.0,15.0,-20.0
POINT (7.53115312751695 55.938096229091),55.938096,7.531153,Future,2030.0,15.0,-20.0
POINT (7.51071585475975 55.9280343484891),55.928034,7.510716,Future,2030.0,15.0,-19.0
POINT (7.49028915120608 55.9179688841218),55.917969,7.490289,Future,2030.0,15.0,-20.0
POINT (7.46987301131706 55.9078998397545),55.9079,7.469873,Future,2030.0,15.0,-21.0
POINT (7.59508594727958 55.9897922372895),55.989792,7.595086,Future,2030.0,15.0,-23.0
POINT (7.57460459719377 55.9797417831848),55.979742,7.574605,Future,2030.0,15.0,-22.0
POINT (7.55413384720603 55.9696877309562),55.969688,7.554134,Future,2030.0,15.0,-21.0
POINT (7.53367369178065 55.9596300843806),55.95963,7.533674,Future,2030.0,15.0,-20.0
POINT (7.51322412537775 55.9495688472321),55.949569,7.513224,Future,2030.0,15.0,-17.0
POINT (7.49278514245343 55.9395040232828),55.939504,7.492785,Future,2030.0,15.0,-18.0
POINT (7.47235673745978 55.9294356163024),55.929436,7.472357,Future,2030.0,15.0,-21.0
POINT (7.45193890484483 55.9193636300583),55.919364,7.451939,Future,2030.0,15.0,-24.0
POINT (7.53619769707235 55.9811637888115),55.981164,7.536198,Future,2030.0,15.0,-21.0
POINT (7.51573581952597 55.971103195804),55.971103,7.515736,Future,2030.0,15.0,-22.0
POINT (7.49528453975953 55.9610390129565),55.961039,7.495285,Future,2030.0,15.0,-22.0
POINT (7.47484385221598 55.950971244043),55.950971,7.474844,Future,2030.0,15.0,-21.0
POINT (7.45441375133424 55.9408998928351),55.9409,7.454414,Future,2030.0,15.0,-20.0
POINT (7.47733436191794 55.9725067228599),55.972507,7.477334,Future,2030.0,15.0,-23.0
POINT (7.45689197531617 55.9624360073657),55.962436,7.456892,Future,2030.0,15.0,-21.0
POINT (3.4766347488714 57.4503824486445),57.450382,3.476635,Future,2030.0,12.0,-63.0
POINT (3.4576560670041 57.4402896957997),57.44029,3.457656,Future,2030.0,12.0,-63.0
POINT (3.43868783438483 57.4301940556683),57.430194,3.438688,Future,2030.0,12.0,-63.0
POINT (3.45790999984463 57.4606148929903),57.460615,3.45791,Future,2030.0,12.0,-63.0
POINT (3.4389311483746 57.4505193383298),57.450519,3.438931,Future,2030.0,12.0,-63.0
POINT (3.41996275328616 57.4404208974408),57.440421,3.419963,Future,2030.0,12.0,-64.0
POINT (3.40100480774645 57.4303195736248),57.43032,3.401005,Future,2030.0,12.0,-64.0
POINT (3.4581642722044 57.4809400234871),57.48094,3.458164,Future,2030.0,12.0,-64.0
POINT (3.43917478760322 57.4708445543448),57.470845,3.439175,Future,2030.0,12.0,-64.0
POINT (3.42019577336296 57.4607461967293),57.460746,3.420196,Future,2030.0,12.0,-63.0
POINT (3.40122722263819 57.4506449539456),57.450645,3.401227,Future,2030.0,12.0,-64.0
POINT (3.38226912858316 57.4405408292965),57.440541,3.382269,Future,2030.0,12.0,-64.0
POINT (3.36332148435176 57.4304338260824),57.430434,3.363321,Future,2030.0,12.0,-65.0
POINT (3.34438428309756 57.4203239476009),57.420324,3.344384,Future,2030.0,12.0,-64.0
POINT (3.43941875267356 57.4911697037343),57.49117,3.439419,Future,2030.0,12.0,-65.0
POINT (3.42042910500032 57.4810714294371),57.481071,3.420429,Future,2030.0,12.0,-65.0
POINT (3.40144993483524 57.4709702677281),57.47097,3.40145,Future,2030.0,12.0,-64.0
POINT (3.38248123531995 57.4608662219137),57.460866,3.382481,Future,2030.0,12.0,-65.0
POINT (3.36352299959573 57.4507592952978),57.450759,3.363523,Future,2030.0,12.0,-64.0
POINT (3.34457522080356 57.4406494911818),57.440649,3.344575,Future,2030.0,12.0,-65.0
POINT (3.3256378920841 57.4305368128645),57.430537,3.325638,Future,2030.0,12.0,-63.0
POINT (3.30671100657769 57.4204212636423),57.420421,3.306711,Future,2030.0,12.0,-63.0
POINT (3.28779455742442 57.4103028468089),57.410303,3.287795,Future,2030.0,12.0,-62.0
POINT (3.43966304419001 57.5114947865188),57.511495,3.439663,Future,2030.0,12.0,-66.0
POINT (3.42066274877597 57.5013965955851),57.501397,3.420663,Future,2030.0,12.0,-65.0
POINT (3.40167294488871 57.4912955149933),57.491296,3.401673,Future,2030.0,12.0,-64.0
POINT (3.38269362565719 57.4811915480536),57.481192,3.382694,Future,2030.0,12.0,-64.0
POINT (3.3637247842101 57.4710846980735),57.471085,3.363725,Future,2030.0,12.0,-64.0
POINT (3.34476641367577 57.460974968358),57.460975,3.344766,Future,2030.0,12.0,-63.0
POINT (3.32581850718221 57.4508623622097),57.450862,3.325819,Future,2030.0,12.0,-65.0
POINT (3.30688105785715 57.4407468829286),57.440747,3.306881,Future,2030.0,12.0,-64.0
