geom,Latitude,Longitude,Source,Year,Capacity,depth
POINT (2.97715993962677 53.1847560645557),53.184756,2.97716,Future,2030.0,15.0,-25.0
POINT (2.95918130958549 53.1739455603548),53.173946,2.959181,Future,2030.0,15.0,-29.0
POINT (2.94121171679772 53.1631323262779),53.163132,2.941212,Future,2030.0,15.0,-31.0
POINT (2.92325115543458 53.152316365502),53.152316,2.923251,Future,2030.0,15.0,-35.0
POINT (2.90529961966721 53.1414976812022),53.141498,2.9053,Future,2030.0,15.0,-29.0
POINT (2.88735710366682 53.1306762765511),53.130676,2.887357,Future,2030.0,15.0,-30.0
POINT (2.86942360160465 53.1198521547192),53.119852,2.869424,Future,2030.0,15.0,-31.0
POINT (2.85149910765204 53.1090253188749),53.109025,2.851499,Future,2030.0,15.0,-28.0
POINT (2.8335836159804 53.0981957721844),53.098196,2.833584,Future,2030.0,15.0,-28.0
POINT (2.81567712076126 53.0873635178115),53.087364,2.815677,Future,2030.0,15.0,-33.0
POINT (2.79777961616622 53.0765285589181),53.076529,2.79778,Future,2030.0,15.0,-35.0
POINT (2.77989109636704 53.0656908986636),53.065691,2.779891,Future,2030.0,15.0,-33.0
POINT (2.76201155553559 53.0548505402056),53.054851,2.762012,Future,2030.0,15.0,-32.0
POINT (2.97714845044433 53.2063674045698),53.206367,2.977148,Future,2030.0,15.0,-25.0
POINT (2.95916078471977 53.1955569360493),53.195557,2.959161,Future,2030.0,15.0,-28.0
POINT (2.94118216789383 53.1847437355399),53.184744,2.941182,Future,2030.0,15.0,-30.0
POINT (2.92321259412753 53.1739278062217),53.173928,2.923213,Future,2030.0,15.0,-31.0
POINT (2.90525205758195 53.163109151273),53.163109,2.905252,Future,2030.0,15.0,-33.0
POINT (2.88730055241817 53.1522877738695),53.152288,2.887301,Future,2030.0,15.0,-32.0
POINT (2.86935807279738 53.141463677185),53.141464,2.869358,Future,2030.0,15.0,-33.0
POINT (2.85142461288081 53.130636864391),53.130637,2.851425,Future,2030.0,15.0,-33.0
POINT (2.83350016682982 53.1198073386568),53.119807,2.8335,Future,2030.0,15.0,-29.0
POINT (2.81558472880583 53.1089751031494),53.108975,2.815585,Future,2030.0,15.0,-28.0
POINT (2.79767829297037 53.0981401610338),53.09814,2.797678,Future,2030.0,15.0,-33.0
POINT (2.7797808534851 53.0873025154727),53.087303,2.779781,Future,2030.0,15.0,-34.0
POINT (2.86929245962631 53.1630751206841),53.163075,2.869292,Future,2030.0,15.0,-31.0
POINT (2.8513500222239 53.1522483309151),53.152248,2.85135,Future,2030.0,15.0,-33.0
POINT (2.83341661029166 53.1414188261097),53.141419,2.833417,Future,2030.0,15.0,-29.0
POINT (2.81549221798089 53.1305866094384),53.130587,2.815492,Future,2030.0,15.0,-28.0
POINT (3.0485823810335 52.7885698571659),52.78857,3.048582,Future,2030.0,15.0,-32.0
POINT (3.03074971160943 52.7777693925774),52.777769,3.03075,Future,2030.0,15.0,-36.0
POINT (3.08431604449812 52.8317753622697),52.831775,3.084316,Future,2030.0,15.0,-34.0
POINT (3.06645683266751 52.8209803551357),52.82098,3.066457,Future,2030.0,15.0,-26.0
POINT (3.04860647069911 52.8101826398283),52.810183,3.048606,Future,2030.0,15.0,-32.0
POINT (3.03076495295439 52.7993822194767),52.799382,3.030765,Future,2030.0,15.0,-36.0
POINT (3.01293227379481 52.7885790972084),52.788579,3.012932,Future,2030.0,15.0,-36.0
POINT (2.99510842758178 52.7777732761485),52.777773,2.995108,Future,2030.0,15.0,-36.0
POINT (3.08435791820194 52.8533879710121),52.853388,3.084358,Future,2030.0,15.0,-35.0
POINT (3.06648982409471 52.842593012291),52.842593,3.06649,Future,2030.0,15.0,-23.0
POINT (3.04863059117246 52.831795343305),52.831795,3.048631,Future,2030.0,15.0,-31.0
POINT (3.03078021378698 52.8209949671864),52.820995,3.03078,Future,2030.0,15.0,-37.0
POINT (3.01293868629011 52.8101918870659),52.810192,3.012939,Future,2030.0,15.0,-34.0
POINT (2.99510600303361 52.7993861060716),52.799386,2.995106,Future,2030.0,15.0,-35.0
POINT (2.97728215836929 52.7885776273298),52.788578,2.977282,Future,2030.0,15.0,-36.0
POINT (2.95946714664888 52.7777664539646),52.777766,2.959467,Future,2030.0,15.0,-36.0
POINT (2.94166096222421 52.7669525890978),52.766953,2.941661,Future,2030.0,15.0,-36.0
POINT (3.06652285774122 52.8642055902797),52.864206,3.066523,Future,2030.0,15.0,-31.0
POINT (3.04865474250624 52.8534079676131),52.853408,3.048655,Future,2030.0,15.0,-28.0
POINT (3.03079549414052 52.8426076357236),52.842608,3.030795,Future,2030.0,15.0,-36.0
POINT (3.01294510698621 52.8318045977449),52.831805,3.012945,Future,2030.0,15.0,-36.0
POINT (2.99510357538543 52.8209988568081),52.820999,2.995104,Future,2030.0,15.0,-35.0
POINT (2.97727089368027 52.8101904160428),52.81019,2.977271,Future,2030.0,15.0,-35.0
POINT (2.95944705621288 52.7993792785758),52.799379,2.959447,Future,2030.0,15.0,-37.0
POINT (2.9416320573254 52.7885654475325),52.788565,2.941632,Future,2030.0,15.0,-36.0
POINT (2.92382589135994 52.7777489260354),52.777749,2.923826,Future,2030.0,15.0,-38.0
POINT (2.90602855265874 52.7669297172056),52.76693,2.906029,Future,2030.0,15.0,-38.0
POINT (3.0665559336793 52.8858180891188),52.885818,3.066556,Future,2030.0,15.0,-25.0
POINT (3.0486789247533 52.8750205127698),52.875021,3.048679,Future,2030.0,15.0,-29.0
POINT (3.03081079404843 52.8642202251055),52.86422,3.030811,Future,2030.0,15.0,-32.0
POINT (3.01295153589715 52.8534172292624),52.853417,3.012952,Future,2030.0,15.0,-38.0
POINT (2.9951011446319 52.8426115283751),52.842612,2.995101,Future,2030.0,15.0,-35.0
POINT (2.97725961458511 52.831803125576),52.831803,2.97726,Future,2030.0,15.0,-32.0
POINT (2.95942694008922 52.8209920239953),52.820992,2.959427,Future,2030.0,15.0,-37.0
POINT (2.94160311547668 52.810178226761),52.810178,2.941603,Future,2030.0,15.0,-37.0
POINT (2.92378813507996 52.7993617369992),52.799362,2.923788,Future,2030.0,15.0,-38.0
POINT (2.90598199323156 52.7885425578338),52.788543,2.905982,Future,2030.0,15.0,-38.0
POINT (2.88818468426406 52.7777206923864),52.777721,2.888185,Future,2030.0,15.0,-36.0
POINT (2.87039620251008 52.7668961437766),52.766896,2.870396,Future,2030.0,15.0,-34.0
POINT (3.06658905198143 52.9074305088256),52.907431,3.066589,Future,2030.0,15.0,-29.0
POINT (3.04870313796658 52.8966329787923),52.896633,3.048703,Future,2030.0,15.0,-27.0
POINT (3.03082611354418 52.885832735349),52.885833,3.030826,Future,2030.0,15.0,-35.0
POINT (3.01295797303697 52.8750297816357),52.87503,3.012958,Future,2030.0,15.0,-39.0
POINT (2.99509871076772 52.8642241207898),52.864224,2.995099,Future,2030.0,15.0,-34.0
POINT (2.97724832105913 52.8534157559467),52.853416,2.977248,Future,2030.0,15.0,-31.0
POINT (2.95940679823394 52.8426046902399),52.842605,2.959407,Future,2030.0,15.0,-34.0
POINT (2.94157413661488 52.8317909268005),52.831791,2.941574,Future,2030.0,15.0,-36.0
POINT (2.92375033052472 52.8209744687577),52.820974,2.92375,Future,2030.0,15.0,-37.0
POINT (2.9059353742863 52.8101553192383),52.810155,2.905935,Future,2030.0,15.0,-38.0
POINT (2.88812926222243 52.7993334813671),52.799333,2.888129,Future,2030.0,15.0,-37.0
POINT (2.87033198865606 52.7885089582668),52.788509,2.870332,Future,2030.0,15.0,-35.0
POINT (2.85254354791015 52.777681753058),52.777682,2.852544,Future,2030.0,15.0,-34.0
POINT (2.83476393430778 52.766851868859),52.766852,2.834764,Future,2030.0,15.0,-34.0
POINT (3.03084145266133 52.9074451664716),52.907445,3.030841,Future,2030.0,15.0,-33.0
POINT (3.0129644184198 52.8966422548819),52.896642,3.012964,Future,2030.0,15.0,-38.0
POINT (2.99509627378756 52.8858366340691),52.885837,2.995096,Future,2030.0,15.0,-37.0
POINT (2.97723701307763 52.875028307172),52.875028,2.977237,Future,2030.0,15.0,-29.0
POINT (2.959386630603 52.8642172773269),52.864217,2.959387,Future,2030.0,15.0,-31.0
POINT (2.94154512067668 52.8534035476681),52.853404,2.941545,Future,2030.0,15.0,-34.0
POINT (2.92371247761173 52.8425871213278),52.842587,2.923712,Future,2030.0,15.0,-37.0
POINT (2.9058886957212 52.8317680014361),52.831768,2.905889,Future,2030.0,15.0,-39.0
POINT (2.88807376931823 52.8209461911207),52.820946,2.888074,Future,2030.0,15.0,-37.0
POINT (2.87026769271601 52.8101216935075),52.810122,2.870268,Future,2030.0,15.0,-35.0
POINT (2.8524704602278 52.7992945117201),52.799295,2.85247,Future,2030.0,15.0,-34.0
POINT (2.83468206616693 52.7884646488799),52.788465,2.834682,Future,2030.0,15.0,-33.0
POINT (2.81690250484682 52.7776321081064),52.777632,2.816903,Future,2030.0,15.0,-36.0
POINT (2.79913177058103 52.7667968925167),52.766797,2.799132,Future,2030.0,15.0,-39.0
POINT (2.7813698576832 52.7559590052259),52.755959,2.78137,Future,2030.0,15.0,-38.0
POINT (2.97722569061586 52.896640779269),52.896641,2.977226,Future,2030.0,15.0,-30.0
POINT (2.95936643715228 52.8858297852734),52.88583,2.959366,Future,2030.0,15.0,-29.0
POINT (2.94151606759862 52.8750160893809),52.875016,2.941516,Future,2030.0,15.0,-34.0
POINT (2.92367457625817 52.8641996947268),52.8642,2.923675,Future,2030.0,15.0,-36.0
POINT (2.90584195743426 52.8533806044443),52.853381,2.905842,Future,2030.0,15.0,-37.0
POINT (2.88801820543026 52.8425588216643),52.842559,2.888018,Future,2030.0,15.0,-37.0
POINT (2.8702033145496 52.8317343495156),52.831734,2.870203,Future,2030.0,15.0,-33.0
POINT (2.8523972790958 52.8209071911251),52.820907,2.852397,Future,2030.0,15.0,-36.0
POINT (2.83460009337244 52.8100773496172),52.810077,2.8346,Future,2030.0,15.0,-34.0
POINT (2.8168117516832 52.7992448281144),52.799245,2.816812,Future,2030.0,15.0,-35.0
POINT (2.79903224833187 52.7884096297369),52.78841,2.799032,Future,2030.0,15.0,-37.0
POINT (2.78126157762233 52.777571757603),52.777572,2.781262,Future,2030.0,15.0,-38.0
POINT (2.76349973385865 52.7667312148286),52.766731,2.7635,Future,2030.0,15.0,-39.0
POINT (2.92363662638114 52.8858121889717),52.885812,2.923637,Future,2030.0,15.0,-35.0
POINT (2.90579515932326 52.8749931282799),52.874993,2.905795,Future,2030.0,15.0,-37.0
POINT (2.88796257043704 52.8641713730148),52.864171,2.887963,Future,2030.0,15.0,-37.0
POINT (2.87013885401616 52.8533469263083),52.853347,2.870139,Future,2030.0,15.0,-35.0
POINT (2.85232400435434 52.8425197912901),52.84252,2.852324,Future,2030.0,15.0,-34.0
POINT (2.83451801574539 52.8316899710878),52.83169,2.834518,Future,2030.0,15.0,-34.0
POINT (2.81672088248323 52.8208574688271),52.820857,2.816721,Future,2030.0,15.0,-36.0
POINT (2.79893259886186 52.8100222876313),52.810022,2.798933,Future,2030.0,15.0,-37.0
POINT (2.78115315917543 52.7991844306216),52.799184,2.781153,Future,2030.0,15.0,-38.0
POINT (2.76338255771816 52.7883439009171),52.788344,2.763383,Future,2030.0,15.0,-38.0
POINT (2.87007431097469 52.8749594239024),52.874959,2.870074,Future,2030.0,15.0,-35.0
POINT (2.85225063584322 52.8641323122319),52.864132,2.852251,Future,2030.0,15.0,-35.0
POINT (2.83443583310645 52.8533025133088),52.853303,2.834436,Future,2030.0,15.0,-34.0
POINT (2.81662989704847 52.8424700302616),52.84247,2.81663,Future,2030.0,15.0,-36.0
POINT (2.79883282195352 52.8316348662167),52.831635,2.798833,Future,2030.0,15.0,-39.0
POINT (2.78104460210593 52.8207970242985),52.820797,2.781045,Future,2030.0,15.0,-38.0
POINT (2.76326523179016 52.8099565076292),52.809957,2.763265,Future,2030.0,15.0,-37.0
POINT (2.81653879518002 52.8640825124345),52.864083,2.816539,Future,2030.0,15.0,-34.0
POINT (2.79873291738883 52.8532473655099),52.853247,2.798733,Future,2030.0,15.0,-37.0
POINT (2.7809359061768 52.8424095386506),52.84241,2.780936,Future,2030.0,15.0,-38.0
POINT (2.76314775581854 52.8315690349817),52.831569,2.763148,Future,2030.0,15.0,-36.0
POINT (2.78082707115038 52.8640219736946),52.864022,2.780827,Future,2030.0,15.0,-36.0
POINT (2.76303012954664 52.8531814829914),52.853181,2.76303,Future,2030.0,15.0,-36.0
POINT (2.56881311321458 52.8301457790337),52.830146,2.568813,Future,2030.0,15.0,-37.0
POINT (2.55108297195501 52.819273618924),52.819274,2.551083,Future,2030.0,15.0,-39.0
POINT (2.56859898833495 52.8517578043124),52.851758,2.568599,Future,2030.0,15.0,-37.0
POINT (2.55086013030529 52.8408856325837),52.840886,2.55086,Future,2030.0,15.0,-38.0
POINT (2.53313013150078 52.8300108111662),52.830011,2.53313,Future,2030.0,15.0,-38.0
POINT (2.51540898613559 52.8191333431749),52.819133,2.515409,Future,2030.0,15.0,-42.0
POINT (2.49769668842419 52.8082532317228),52.808253,2.497697,Future,2030.0,15.0,-44.0
POINT (2.56838458939607 52.8733697498427),52.87337,2.568385,Future,2030.0,15.0,-37.0
POINT (2.55063700350234 52.8624975664359),52.862498,2.550637,Future,2030.0,15.0,-37.0
POINT (2.53289828817158 52.8516227313068),52.851623,2.532898,Future,2030.0,15.0,-37.0
POINT (2.515168437608 52.8407452475736),52.840745,2.515168,Future,2030.0,15.0,-38.0
POINT (2.49744744601608 52.8298651183522),52.829865,2.497447,Future,2030.0,15.0,-39.0
POINT (2.4797353076006 52.8189823467562),52.818982,2.479735,Future,2030.0,15.0,-40.0
POINT (2.46203201656668 52.8080969358974),52.808097,2.462032,Future,2030.0,15.0,-40.0
POINT (2.56816991592854 52.8949816156404),52.894982,2.56817,Future,2030.0,15.0,-37.0
POINT (2.5504135910579 52.8841094204965),52.884109,2.550414,Future,2030.0,15.0,-36.0
POINT (2.53266614810748 52.8732345715948),52.873235,2.532666,Future,2030.0,15.0,-37.0
POINT (2.51492758127147 52.8623570720566),52.862357,2.514928,Future,2030.0,15.0,-37.0
POINT (2.49719788474436 52.8514769250008),52.851477,2.497198,Future,2030.0,15.0,-37.0
POINT (2.47947705272092 52.8405941335443),52.840594,2.479477,Future,2030.0,15.0,-38.0
POINT (2.46176507939628 52.8297087008018),52.829709,2.461765,Future,2030.0,15.0,-39.0
POINT (2.44406195896587 52.8188206298856),52.818821,2.444062,Future,2030.0,15.0,-41.0
POINT (2.56795496746186 52.9165934017219),52.916593,2.567955,Future,2030.0,15.0,-37.0
POINT (2.55018989248258 52.9057211947815),52.905721,2.55019,Future,2030.0,15.0,-36.0
POINT (2.53243371080024 52.894846332046),52.894846,2.532434,Future,2030.0,15.0,-36.0
POINT (2.51468641659898 52.8839688166396),52.883969,2.514686,Future,2030.0,15.0,-36.0
POINT (2.49694800406326 52.8730886516844),52.873089,2.496948,Future,2030.0,15.0,-37.0
POINT (2.47921846737785 52.8622058403002),52.862206,2.479218,Future,2030.0,15.0,-38.0
POINT (2.46149780072784 52.8513203856049),52.85132,2.461498,Future,2030.0,15.0,-38.0
POINT (2.44378599829862 52.8404322907139),52.840432,2.443786,Future,2030.0,15.0,-39.0
POINT (2.42608305427595 52.8295415587406),52.829542,2.426083,Future,2030.0,15.0,-43.0
POINT (2.56773974352442 52.9382051081034),52.938205,2.56774,Future,2030.0,15.0,-37.0
POINT (2.54996590728586 52.9273328893072),52.927333,2.549966,Future,2030.0,15.0,-37.0
POINT (2.53220097574043 52.9164580126765),52.916458,2.532201,Future,2030.0,15.0,-36.0
POINT (2.51444494306225 52.9055804813386),52.90558,2.514445,Future,2030.0,15.0,-35.0
POINT (2.49669780342573 52.8947002984187),52.8947,2.496698,Future,2030.0,15.0,-36.0
POINT (2.47895955100557 52.8838174670396),52.883817,2.47896,Future,2030.0,15.0,-38.0
POINT (2.4612301799768 52.8729319903223),52.872932,2.46123,Future,2030.0,15.0,-35.0
POINT (2.44350968451482 52.8620438713853),52.862044,2.44351,Future,2030.0,15.0,-38.0
POINT (2.42579805879529 52.8511531133451),52.851153,2.425798,Future,2030.0,15.0,-39.0
POINT (2.40809529699431 52.8402597193159),52.84026,2.408095,Future,2030.0,15.0,-44.0
POINT (2.56752424364353 52.9598167348011),52.959817,2.567524,Future,2030.0,15.0,-36.0
POINT (2.54974163497602 52.9489445040896),52.948945,2.549742,Future,2030.0,15.0,-36.0
POINT (2.53196794241743 52.9380696135022),52.93807,2.531968,Future,2030.0,15.0,-37.0
POINT (2.51420316013179 52.9271920661694),52.927192,2.514203,Future,2030.0,15.0,-34.0
POINT (2.4964472822834 52.9163118652194),52.916312,2.496447,Future,2030.0,15.0,-35.0
POINT (2.47870030303692 52.9054290137781),52.905429,2.4787,Future,2030.0,15.0,-37.0
POINT (2.46096221655732 52.8945435149695),52.894544,2.460962,Future,2030.0,15.0,-37.0
POINT (2.44323301700988 52.8836553719153),52.883655,2.443233,Future,2030.0,15.0,-36.0
POINT (2.42551269856023 52.8727645877349),52.872765,2.425513,Future,2030.0,15.0,-38.0
POINT (2.40780125537437 52.8618711655457),52.861871,2.407801,Future,2030.0,15.0,-43.0
POINT (2.56730846734536 52.9814282818312),52.981428,2.567308,Future,2030.0,15.0,-35.0
POINT (2.54951707506027 52.9705560391448),52.970556,2.549517,Future,2030.0,15.0,-36.0
POINT (2.53173461031945 52.9596811345393),52.959681,2.531735,Future,2030.0,15.0,-36.0
POINT (2.51396106727684 52.948803571148),52.948804,2.513961,Future,2030.0,15.0,-37.0
POINT (2.49619644008666 52.9379233521024),52.937923,2.496196,Future,2030.0,15.0,-32.0
POINT (2.47844072290347 52.9270404805314),52.92704,2.478441,Future,2030.0,15.0,-36.0
POINT (2.46069390988211 52.9161549595621),52.916155,2.460694,Future,2030.0,15.0,-37.0
POINT (2.44295599517779 52.9052667923192),52.905267,2.442956,Future,2030.0,15.0,-38.0
POINT (2.42522697294605 52.8943759819254),52.894376,2.425227,Future,2030.0,15.0,-35.0
POINT (2.40750683734279 52.8834825315009),52.883483,2.407507,Future,2030.0,15.0,-35.0
POINT (2.38979558252427 52.8725864441641),52.872586,2.389796,Future,2030.0,15.0,-41.0
POINT (2.56709241415499 53.0030397492101),53.00304,2.567092,Future,2030.0,15.0,-36.0
POINT (2.54929222704458 52.9921674944892),52.992167,2.549292,Future,2030.0,15.0,-37.0
POINT (2.53150097893346 52.9812925758038),52.981293,2.531501,Future,2030.0,15.0,-36.0
POINT (2.51371866396543 52.9704149962904),52.970415,2.513719,Future,2030.0,15.0,-36.0
POINT (2.4959452762846 52.9595347590835),52.959535,2.495945,Future,2030.0,15.0,-33.0
POINT (2.4781808100354 52.9486518673152),52.948652,2.478181,Future,2030.0,15.0,-35.0
POINT (2.46042525936255 52.9377663241157),52.937766,2.460425,Future,2030.0,15.0,-36.0
POINT (2.44267861841114 52.9268781326126),52.926878,2.442679,Future,2030.0,15.0,-37.0
POINT (2.42494088132659 52.9159872959318),52.915987,2.424941,Future,2030.0,15.0,-35.0
POINT (2.40721204225468 52.9050938171966),52.905094,2.407212,Future,2030.0,15.0,-33.0
POINT (2.38949209534157 52.8941976995284),52.894198,2.389492,Future,2030.0,15.0,-39.0
POINT (2.37178103473378 52.8832989460463),52.883299,2.371781,Future,2030.0,15.0,-42.0
POINT (2.56687608359637 53.0246511369542),53.024651,2.566876,Future,2030.0,15.0,-35.0
POINT (2.54906709043381 53.0137788701389),53.013779,2.549067,Future,2030.0,15.0,-36.0
POINT (2.53126704774523 53.0029039373118),53.002904,2.531267,Future,2030.0,15.0,-36.0
POINT (2.51347594966432 52.9920263416125),52.992026,2.513476,Future,2030.0,15.0,-36.0
POINT (2.49569379032501 52.9811460861786),52.981146,2.495694,Future,2030.0,15.0,-33.0
POINT (2.47792056386156 52.9702631741453),52.970263,2.477921,Future,2030.0,15.0,-34.0
POINT (2.46015626440861 52.9593776086458),52.959378,2.460156,Future,2030.0,15.0,-35.0
POINT (2.44240088610107 52.948489392811),52.948489,2.442401,Future,2030.0,15.0,-36.0
POINT (2.42465442307421 52.9375985297695),52.937599,2.424654,Future,2030.0,15.0,-35.0
POINT (2.40691686946369 52.9267050226481),52.926705,2.406917,Future,2030.0,15.0,-32.0
POINT (2.38918821940549 52.915808874571),52.915809,2.389188,Future,2030.0,15.0,-34.0
POINT (2.37146846703603 52.9049100886605),52.90491,2.371468,Future,2030.0,15.0,-38.0
POINT (2.35375760649206 52.8940086680365),52.894009,2.353758,Future,2030.0,15.0,-40.0
POINT (2.53103281623937 53.0245152190796),53.024515,2.531033,Future,2030.0,15.0,-36.0
POINT (2.51323292383901 53.0136376071305),53.013638,2.513233,Future,2030.0,15.0,-35.0
POINT (2.49544198165436 53.0027573334037),53.002757,2.495442,Future,2030.0,15.0,-32.0
POINT (2.47765998380951 52.9918744010375),52.991874,2.47766,Future,2030.0,15.0,-34.0
POINT (2.4598869244289 52.9809888131682),52.980989,2.459887,Future,2030.0,15.0,-34.0
POINT (2.4421227976373 52.9701005729298),52.970101,2.442123,Future,2030.0,15.0,-34.0
POINT (2.42436759755979 52.959209683454),52.95921,2.424368,Future,2030.0,15.0,-33.0
POINT (2.40662131832189 52.9483161478707),52.948316,2.406621,Future,2030.0,15.0,-33.0
POINT (2.3888839540494 52.9374199693071),52.93742,2.388884,Future,2030.0,15.0,-32.0
POINT (2.37115549886857 52.9265211508885),52.926521,2.371155,Future,2030.0,15.0,-35.0
POINT (2.35343594690601 52.9156196957381),52.91562,2.353436,Future,2030.0,15.0,-37.0
POINT (2.42408040415277 52.9808207570007),52.980821,2.42408,Future,2030.0,15.0,-32.0
POINT (2.40632538817989 52.9699271928796),52.969927,2.406325,Future,2030.0,15.0,-30.0
POINT (2.3885792986051 52.9590309837517),52.959031,2.388579,Future,2030.0,15.0,-32.0
POINT (2.37084212954446 52.9481321327454),52.948132,2.370842,Future,2030.0,15.0,-33.0
POINT (2.35311387511441 52.9372306429869),52.937231,2.353114,Future,2030.0,15.0,-34.0
POINT (2.33539452943175 52.9263265176001),52.926327,2.335395,Future,2030.0,15.0,-40.0
POINT (2.31734420909391 52.9370305510831),52.937031,2.317344,Future,2030.0,15.0,-42.0
POINT (-1.80772791502867 57.0146540440743),57.014654,-1.807728,Future,2030.0,15.0,-128.0
POINT (-1.82605669231753 57.0031327543851),57.003133,-1.826057,Future,2030.0,15.0,-90.0
POINT (-1.84437416641697 56.9916089474274),56.991609,-1.844374,Future,2030.0,15.0,-77.0
POINT (-1.86268034701765 56.9800826267686),56.980083,-1.86268,Future,2030.0,15.0,-78.0
POINT (-1.82885140368456 57.0246538173564),57.024654,-1.828851,Future,2030.0,15.0,-88.0
POINT (-1.84717822622541 57.013129467565),57.013129,-1.847178,Future,2030.0,15.0,-77.0
POINT (-1.86549373965205 57.0016026022447),57.001603,-1.865494,Future,2030.0,15.0,-74.0
POINT (-1.88379795366997 56.9900732249634),56.990073,-1.883798,Future,2030.0,15.0,-64.0
POINT (-1.84998621116543 57.034649823893),57.03465,-1.849986,Future,2030.0,15.0,-74.0
POINT (-1.8683110692479 57.0231224132666),57.023122,-1.868311,Future,2030.0,15.0,-66.0
POINT (-1.26228287233982 56.1493527737072),56.149353,-1.262283,Future,2030.0,15.0,-55.0
POINT (-1.28037842542642 56.1379143964081),56.137914,-1.280378,Future,2030.0,15.0,-53.0
POINT (-1.29846325425904 56.1264735184319),56.126474,-1.298463,Future,2030.0,15.0,-55.0
POINT (-1.31653736766062 56.1150301432267),56.11503,-1.316537,Future,2030.0,15.0,-48.0
POINT (-1.33460077445012 56.103584274238),56.103584,-1.334601,Future,2030.0,15.0,-44.0
POINT (-1.35265348344259 56.092135914908),56.092136,-1.352653,Future,2030.0,15.0,-46.0
POINT (-1.37069550344909 56.0806850686756),56.080685,-1.370696,Future,2030.0,15.0,-46.0
POINT (-1.26467308305974 56.1708936677893),56.170894,-1.264673,Future,2030.0,15.0,-59.0
POINT (-1.28277773045444 56.159454821874),56.159455,-1.282778,Future,2030.0,15.0,-57.0
POINT (-1.30087163901938 56.1480134734465),56.148013,-1.300872,Future,2030.0,15.0,-53.0
POINT (-1.31895481759492 56.1365696259589),56.13657,-1.318955,Future,2030.0,15.0,-53.0
POINT (-1.33702727501743 56.1251232828601),56.125123,-1.337027,Future,2030.0,15.0,-47.0
POINT (-1.35508902011936 56.1136744475958),56.113674,-1.355089,Future,2030.0,15.0,-44.0
POINT (-1.3731400617292 56.1022231236087),56.102223,-1.37314,Future,2030.0,15.0,-48.0
POINT (-1.26706657440964 56.1924344192928),56.192434,-1.267067,Future,2030.0,15.0,-57.0
POINT (-1.28518032762003 56.1809951042121),56.180995,-1.28518,Future,2030.0,15.0,-57.0
POINT (-1.30328332739779 56.1695532847829),56.169553,-1.303283,Future,2030.0,15.0,-58.0
POINT (-1.32137558260077 56.1581089644607),56.158109,-1.321376,Future,2030.0,15.0,-53.0
POINT (-1.33945710208284 56.146662146698),56.146662,-1.339457,Future,2030.0,15.0,-50.0
POINT (-1.35752789469387 56.1352128349442),56.135213,-1.357528,Future,2030.0,15.0,-45.0
POINT (-1.37558796927982 56.1237610326455),56.123761,-1.375588,Future,2030.0,15.0,-46.0
POINT (-1.28758622312158 56.2025352433162),56.202535,-1.287586,Future,2030.0,15.0,-59.0
POINT (-1.30569832561187 56.1910929523335),56.191093,-1.305698,Future,2030.0,15.0,-57.0
POINT (-1.32379966891492 56.1796481586235),56.179648,-1.3238,Future,2030.0,15.0,-53.0
POINT (-1.34189026190212 56.1682008656422),56.168201,-1.34189,Future,2030.0,15.0,-51.0
POINT (-1.35997011344087 56.1567510768427),56.156751,-1.35997,Future,2030.0,15.0,-48.0
POINT (-1.37803923239456 56.1452987956746),56.145299,-1.378039,Future,2030.0,15.0,-47.0
POINT (-1.28999542317335 56.2240752390798),56.224075,-1.289995,Future,2030.0,15.0,-58.0
POINT (-1.30811663989506 56.212632475991),56.212632,-1.308117,Future,2030.0,15.0,-57.0
POINT (-1.32622708278996 56.2011872083389),56.201187,-1.326227,Future,2030.0,15.0,-56.0
POINT (-1.34432676074696 56.1897394395833),56.189739,-1.344327,Future,2030.0,15.0,-54.0
POINT (-1.36241568265102 56.1782891731806),56.178289,-1.362416,Future,2030.0,15.0,-48.0
POINT (-1.38049385738308 56.1668364125843),56.166836,-1.380494,Future,2030.0,15.0,-53.0
POINT (-1.39856129382008 56.1553811612446),56.155381,-1.398561,Future,2030.0,15.0,-55.0
POINT (-1.31053827649671 56.2341718556473),56.234172,-1.310538,Future,2030.0,15.0,-58.0
POINT (-1.32865783049439 56.2227261134979),56.222726,-1.328658,Future,2030.0,15.0,-56.0
POINT (-1.34676660490498 56.2112778684111),56.211278,-1.346767,Future,2030.0,15.0,-56.0
POINT (-1.36486460863102 56.1998271238471),56.199827,-1.364865,Future,2030.0,15.0,-53.0
POINT (-1.38295185057104 56.1883738832627),56.188374,-1.382952,Future,2030.0,15.0,-49.0
POINT (-1.40102833961954 56.1769181501119),56.176918,-1.401028,Future,2030.0,15.0,-62.0
POINT (-1.41909408466699 56.1654599278454),56.16546,-1.419094,Future,2030.0,15.0,-58.0
POINT (-1.43714909459979 56.1539992199106),56.153999,-1.437149,Future,2030.0,15.0,-52.0
POINT (-1.31296324168208 56.2557110911943),56.255711,-1.312963,Future,2030.0,15.0,-59.0
POINT (-1.33109191831273 56.2442648739913),56.244265,-1.331092,Future,2030.0,15.0,-56.0
POINT (-1.34920980067985 56.2328161520156),56.232816,-1.34921,Future,2030.0,15.0,-58.0
POINT (-1.36731689770364 56.2213649287307),56.221365,-1.367317,Future,2030.0,15.0,-57.0
POINT (-1.38541321830024 56.2099112075974),56.209911,-1.385413,Future,2030.0,15.0,-52.0
