Manufacturer,Vestas
Model,V164-9500_Vestas
Capacity,9500
Usage,Offshore
HubHeight,"nan, nan"
Source,World Wind Farm 2023
RotorDiameter,164.0
Power curve,
windspeed(m/s),power(kW)
0.0,0
0.5,0
1.0,0
1.5,0
2.0,0
2.5,0
3.0,0
3.5,115
4.0,249
4.5,430
5.0,613
5.5,900
6.0,1226
6.5,1600
7.0,2030
7.5,2570
8.0,3123
8.5,3784
9.0,4444
9.5,5170
10.0,5900
10.5,6600
11.0,7299
11.5,7960
12.0,8601
12.5,9080
13.0,9272
13.5,9410
14.0,9500
14.5,9500
15.0,9500
15.5,9500
16.0,9500
16.5,9500
17.0,9500
17.5,9500
18.0,9500
18.5,9500
19.0,9500
19.5,9500
20.0,9500
20.5,9500
21.0,9500
21.5,9500
22.0,9500
22.5,9500
23.0,9500
23.5,9500
24.0,9500
24.5,9500
25.0,9500
25.5,0
26.0,0
26.5,0
27.0,0
27.5,0
28.0,0
28.5,0
29.0,0
29.5,0
30.0,0
30.5,0
31.0,0
31.5,0
32.0,0
32.5,0
33.0,0
33.5,0
34.0,0
34.5,0
35.0,0
