,T,RH,totalElectricity,totalThermal,relProd,waterDesorption
0,1,5,0.1488888888888889,2.163578257352637,1.1162217767272726,1.636
1,1,10,0.1488888888888889,2.118536221302535,1.1270908560000001,1.636
2,1,20,0.1488888888888889,2.0233415877273826,1.1641209747272727,1.636
3,1,30,0.1488888888888889,2.085081961327889,1.167290080909091,1.636
4,1,50,0.1488888888888889,2.423138125076775,1.1299303205454545,1.636
5,1,70,0.1388888888888889,2.903452149350712,1.0816480563636364,1.636
6,1,90,0.14888888888888913,3.4652942542023317,1.0289951992727273,1.636
7,1,100,0.1288888888888891,3.7494539150767747,1.005947568,1.636
8,10,5,0.16888888888888892,2.109681754478194,1.0736184418181818,1.636
9,10,10,0.16888888888888892,2.0554291924280923,1.0910417052727273,1.636
10,10,20,0.1588888888888889,1.9510240330013195,1.137905374,1.636
11,10,30,0.1588888888888889,2.002187225476269,1.1421657074545455,1.636
12,10,50,0.1588888888888889,2.340243388076775,1.1091776769090909,1.636
13,10,70,0.1688888888888887,2.866610043202332,1.0587072745454544,1.636
14,10,90,0.16888888888888914,3.5758205703507118,0.9940395494545454,1.636
15,10,100,0.1588888888888889,3.9626626752023317,0.9622530056363636,1.636
16,20,5,0.20888888888888896,2.24445180445284,0.9840445887272727,1.636
17,20,10,0.20888888888888874,2.137313333478194,1.0091144007272728,1.636
18,20,20,0.21888888888888897,1.9933327586519276,1.0679929372727273,1.636
19,20,30,0.20888888888888896,2.0550731322524336,1.0798998192727274,1.636
20,20,50,0.21888888888888897,2.3825521148757622,1.0567419285454545,1.636
21,20,70,0.19888888888888895,2.906185459601826,1.0095520283636363,1.636
22,20,90,0.19888888888888895,3.7337661724762685,0.9426984385454545,1.636
23,20,100,0.1988888888888885,4.233867903727383,0.9043577103636363,1.636
24,30,5,0.278888888888889,2.5624217843292083,0.8496838092727274,1.636
25,30,10,0.2688888888888888,2.395920190977891,0.8845860345454545,1.636
26,30,20,0.2688888888888888,2.1622116020787003,0.9620336234545455,1.636
27,30,30,0.2688888888888888,2.1922204323025354,0.9870500107272727,1.636
28,30,50,0.28888888888888903,2.499911705503548,0.975906988,1.636
29,30,70,0.32888888888888906,3.0433327586519274,0.9396407285454547,1.636
30,30,90,0.4088888888888887,3.9510748981268766,0.8716947745454546,1.636
31,30,100,0.44888888888888895,4.560336290252434,0.824615134,1.636
32,40,5,0.3888888888888889,3.195628433830831,0.6639830556363637,1.636
33,40,10,0.3688888888888889,2.918244464155475,0.7087131474545455,1.636
34,40,20,0.35888888888888887,2.506446505829511,0.8134721112727273,1.636
35,40,30,0.3688888888888889,2.4665150302543593,0.8548750961818182,1.636
36,40,50,0.4188888888888889,2.7516852872270796,0.8623011256363636,1.636
37,40,70,0.488888888888889,3.3213712629531433,0.8369585069090909,1.636
38,40,90,0.6588888888888886,4.350216900702029,0.7711984176363637,1.636
39,40,100,0.7688888888888887,5.142322163702029,0.6978997661818181,1.636
40,50,5,0.5888888888888888,4.469173484208822,0.41710650454545456,1.636
41,50,10,0.568888888888889,3.984701910981136,0.4651170985454545,1.636
42,50,20,0.518888888888889,3.1972935645549687,0.5960916630909091,1.636
43,50,30,0.5388888888888888,3.0280586608041578,0.6604342932727273,1.636
44,50,50,0.5988888888888888,3.261709663829511,0.6940770603636364,1.636
45,50,70,0.7388888888888887,3.8811921780533467,0.6862122665454545,1.636
46,50,90,0.9788888888888887,5.074460633528295,0.6237281329090909,1.636
47,50,100,1.2088888888888891,6.188934317528295,0.5253062445454545,1.636
