mean_T_amb_K,78.60443486107327,157.20886972214655,235.81330458321946,314.4177394442931,393.0221743053653,471.6266091664389
-20.957382636473138,Dataset_Heliosol_2030,Dataset_Heliosol_2030,Dataset_Heliosol_2030,Dataset_SolarSalt_2030,Dataset_SolarSalt_2030,Dataset_SolarSalt_2030
-10.95738263647312,Dataset_Heliosol_2030,Dataset_Heliosol_2030,Dataset_Heliosol_2030,Dataset_SolarSalt_2030,Dataset_SolarSalt_2030,Dataset_SolarSalt_2030
-0.9573826364731158,Dataset_Heliosol_2030,Dataset_Heliosol_2030,Dataset_Heliosol_2030,Dataset_SolarSalt_2030,Dataset_SolarSalt_2030,Dataset_SolarSalt_2030
9.042617363526883,Dataset_Heliosol_2030,Dataset_Heliosol_2030,Dataset_Heliosol_2030,Dataset_SolarSalt_2030,Dataset_SolarSalt_2030,Dataset_SolarSalt_2030
19.04261736352687,Dataset_Heliosol_2030,Dataset_Heliosol_2030,Dataset_SolarSalt_2030,Dataset_SolarSalt_2030,Dataset_SolarSalt_2030,Dataset_SolarSalt_2030
29.042617363526954,Dataset_Heliosol_2030,Dataset_Heliosol_2030,Dataset_SolarSalt_2030,Dataset_SolarSalt_2030,Dataset_SolarSalt_2030,Dataset_SolarSalt_2030
39.042617363527036,Dataset_Heliosol_2030,Dataset_Heliosol_2030,Dataset_SolarSalt_2030,Dataset_SolarSalt_2030,Dataset_SolarSalt_2030,Dataset_SolarSalt_2030
