mean_T_amb_K,78.00933964548089,156.01867929096179,234.02801893644306,312.03735858192357,390.0466982274048,468.0560378728861
-20.957382636473138,Dataset_Heliosol_2050,Dataset_Heliosol_2050,Dataset_Heliosol_2050,Dataset_SolarSalt_2050,Dataset_SolarSalt_2050,Dataset_SolarSalt_2050
-10.95738263647312,Dataset_Heliosol_2050,Dataset_Heliosol_2050,Dataset_Heliosol_2050,Dataset_SolarSalt_2050,Dataset_SolarSalt_2050,Dataset_SolarSalt_2050
-0.9573826364731158,Dataset_Heliosol_2050,Dataset_Heliosol_2050,Dataset_Heliosol_2050,Dataset_SolarSalt_2050,Dataset_SolarSalt_2050,Dataset_SolarSalt_2050
9.042617363526883,Dataset_Heliosol_2050,Dataset_Heliosol_2050,Dataset_Heliosol_2050,Dataset_SolarSalt_2050,Dataset_SolarSalt_2050,Dataset_SolarSalt_2050
19.04261736352687,Dataset_Heliosol_2050,Dataset_Heliosol_2050,Dataset_SolarSalt_2050,Dataset_SolarSalt_2050,Dataset_SolarSalt_2050,Dataset_SolarSalt_2050
29.042617363526954,Dataset_Heliosol_2050,Dataset_Heliosol_2050,Dataset_SolarSalt_2050,Dataset_SolarSalt_2050,Dataset_SolarSalt_2050,Dataset_SolarSalt_2050
39.042617363527036,Dataset_Heliosol_2050,Dataset_Heliosol_2050,Dataset_SolarSalt_2050,Dataset_SolarSalt_2050,Dataset_SolarSalt_2050,Dataset_SolarSalt_2050
